iter	MAE	RMSE
157	0.455995918	0.6258889511
158	0.4559485284	0.6257733228
159	0.4556944431	0.625582613
160	0.4555919186	0.6253999211
161	0.4553319554	0.6251153727
162	0.4552276498	0.6249537608
163	0.4550874038	0.62470257
164	0.4548934892	0.6243630247
165	0.4547793844	0.6242251449
166	0.454646241	0.6240551933
167	0.4545667438	0.6238930542
168	0.4544189622	0.6237098409
169	0.4542720389	0.6235611066
170	0.4541216304	0.6233985227
171	0.4539612155	0.6231794095
172	0.4537920053	0.6229804132
173	0.4537279886	0.6228567676
174	0.453579909	0.6226551819
175	0.4534954273	0.622531821
176	0.4533901079	0.6223845934
177	0.4531486224	0.6221844637
178	0.45293947	0.6219561517
179	0.4527381226	0.6217007791
180	0.4525754743	0.6215189618
181	0.4524810117	0.6214021373
182	0.4523388939	0.621263738
183	0.4521470287	0.6210518537
184	0.451913288	0.6208707358
185	0.4518026669	0.6207177547
186	0.4516934122	0.6205175666
187	0.4516418565	0.6204048788
188	0.4515211835	0.6202575959
189	0.4513082408	0.6200684695
190	0.4512603352	0.6199533955
191	0.4511276454	0.619769834
192	0.4510228955	0.6196538145
193	0.4508968161	0.6194685067
194	0.450813477	0.6193146489
195	0.450727348	0.6191811059
196	0.4506338731	0.6190323134
197	0.4504242382	0.6187923776
198	0.4502031074	0.6185932779
199	0.4500736318	0.6184592027
200	0.4500013779	0.6183395822
201	0.4498955195	0.6182119898
202	0.449852355	0.6181248817
203	0.4497460732	0.617994054
204	0.4496181189	0.6178291024
205	0.4495457882	0.6176980349
206	0.4493773687	0.6175754167
207	0.4492485595	0.6174065528
208	0.4491559385	0.6172616816
209	0.4490425901	0.61710155
210	0.4489962964	0.6170144126
211	0.4488381097	0.6168457191
212	0.4487835672	0.6167519073
213	0.4486126658	0.6165979019
214	0.4484053734	0.6164055437
215	0.4482876772	0.6163087505
216	0.4481686365	0.6161729835
217	0.4480825334	0.6160335385
218	0.4478915911	0.6159020084
219	0.447803641	0.6158049566
220	0.4477212987	0.6157070855
221	0.4475617017	0.6155395654
222	0.4474250903	0.6153584391
223	0.4473189532	0.615228228
224	0.4471815653	0.6150377311
225	0.447100778	0.6149091497
226	0.4469851181	0.6147516719
227	0.4468811112	0.6145963091
228	0.4468439198	0.6145162491
229	0.4467633494	0.6143997449
230	0.4467097531	0.6143074535
231	0.4466142373	0.6141934952
232	0.4465025551	0.6140632614
233	0.4464339607	0.6139529487
234	0.4463216121	0.6137936293
235	0.4461692722	0.6136033241
236	0.4460749161	0.6134872698
237	0.4459147812	0.61333856
238	0.4458320903	0.6132232473
239	0.4457686598	0.613107028
240	0.4456594613	0.612932026
241	0.4456058188	0.6128357802
242	0.4454825061	0.6127426627
243	0.4454202979	0.6126460613
244	0.4453498454	0.612572158
245	0.4452707914	0.6124702842
246	0.4452321698	0.6124102723
247	0.4451025969	0.6122976009
248	0.4449435395	0.6121625411
249	0.4448817748	0.6120897224
250	0.4447783783	0.6119483059
251	0.4446703764	0.6117903686
252	0.4446235759	0.6117235924
253	0.4445495933	0.6115789161
254	0.4444933417	0.6115121977
255	0.4443689775	0.6113499626
256	0.4442087136	0.6111920292
257	0.4441315862	0.611088717
258	0.4440433422	0.610991542
259	0.4439726235	0.6108977306
260	0.4438770223	0.6108003062
261	0.4437887529	0.6106910575
262	0.4437193221	0.6106044163
263	0.4436326934	0.6104729339
264	0.4433944888	0.6103126218
265	0.4432274172	0.6101315783
266	0.4431485555	0.6100342557
267	0.4430750581	0.6099303594
268	0.4430202162	0.609853197
269	0.4428822175	0.6097526263
270	0.442729104	0.6096755868
271	0.4426035994	0.6095662202
272	0.4425676081	0.6094660126
273	0.4424414891	0.6092892416
274	0.442343524	0.6091681885
275	0.4422789333	0.609066101
276	0.4421151053	0.6089157658
277	0.4420215344	0.6087925636
278	0.4419324154	0.6086506398
279	0.4418742274	0.6085878185
280	0.4417920291	0.6084658803
281	0.4417402855	0.6084261553
282	0.441673726	0.608338153
283	0.4416415259	0.6082973259
284	0.4415449403	0.6081630762
285	0.4414872154	0.6080925718
286	0.4414356797	0.6080334024
287	0.4413304915	0.6079225539
288	0.4412438872	0.6078050693
289	0.4411513823	0.6076969441
290	0.4410703003	0.6075977726
291	0.4409860793	0.6074990538
292	0.4409122167	0.607412062
293	0.4408598813	0.6073338407
294	0.4407962308	0.607254562
295	0.4407121169	0.607171318
296	0.4406794908	0.6071019046
297	0.4406211828	0.6070386967
298	0.4405810142	0.6069557646
299	0.4405218667	0.6068711956
300	0.4404275088	0.6067239911
301	0.4403808787	0.6066452781
302	0.4402811832	0.6065159783
303	0.4402048391	0.6063989687
304	0.4400756025	0.6062715546
305	0.4400557984	0.6062192343
306	0.440004978	0.6061423512
307	0.4398897978	0.6060108702
308	0.4397440888	0.6058792198
309	0.4396273754	0.6057569175
310	0.4395801285	0.6056848723
311	0.4395055739	0.6055866699
312	0.4394838858	0.6055568709
313	0.4394320589	0.605469648
314	0.4393418561	0.6053796236
315	0.4392291245	0.6052632025
316	0.4392015049	0.6051990327
317	0.4391710663	0.6051473724
318	0.4391503067	0.6050659433
319	0.4391020595	0.6049882251
320	0.4390207905	0.6048647813
321	0.4389404378	0.6047835297
322	0.4388918601	0.6046954438
323	0.4388537968	0.6046111555
324	0.4387705776	0.6045073048
325	0.4387027691	0.604411374
326	0.4386465833	0.6043427601
327	0.4385059902	0.6041934864
328	0.438433875	0.6040954166
329	0.4383790747	0.6039848767
330	0.4383388417	0.6039124348
331	0.4382878639	0.6038409828
332	0.438231763	0.6037500691
333	0.438158584	0.6036796385
334	0.4381159484	0.6036073536
335	0.4380681134	0.6035314974
336	0.4379983647	0.6034371967
337	0.4378906436	0.603293456
338	0.4378347103	0.6032230252
339	0.4377835981	0.6031591357
340	0.4377440269	0.6030821551
341	0.4376610321	0.6029799887
342	0.4376200253	0.6028844738
343	0.4375816447	0.6028313044
344	0.4375311088	0.6027761231
345	0.4374123334	0.6026366804
346	0.4373655263	0.6025658477
347	0.4372990516	0.6024773174
348	0.4372467453	0.6023853254
349	0.437159445	0.6023129699
350	0.4371118506	0.6022473213
351	0.4370723722	0.602172149
352	0.4369803543	0.6020980098
353	0.4369087722	0.6020091541
354	0.4368118553	0.6019214979
355	0.4367822985	0.6018680178
356	0.4367330408	0.6017942006
357	0.4366770153	0.6017193308
358	0.4366460344	0.6016538756
359	0.4365906591	0.6015670587
360	0.4365575617	0.6015114848
361	0.4365037113	0.6014379839
362	0.4363838422	0.6013005755
363	0.4362889814	0.6011986029
364	0.4362135646	0.6010729681
365	0.4361498429	0.601004507
366	0.4360566725	0.6008956428
367	0.4359910765	0.6008044532
368	0.4359450846	0.6007546963
369	0.4358913357	0.6006716116
370	0.4358362242	0.600632785
371	0.435749572	0.6005144003
372	0.4356546561	0.6004142695
373	0.4355895883	0.6003248412
374	0.4355500956	0.600259224
375	0.4354940161	0.6001848791
376	0.4354290138	0.6001267838
377	0.4353548799	0.6000548592
378	0.4352974193	0.599979174
379	0.4352753037	0.5999346153
380	0.4351787125	0.5998494609
381	0.4351373153	0.5997745318
382	0.4350383159	0.5996602906
383	0.4349790868	0.5995754775
384	0.4349292609	0.5994994182
385	0.4348892912	0.5994297127
386	0.4348443831	0.5993552926
387	0.4347655377	0.5992715726
388	0.4347444852	0.5992145721
389	0.4346905844	0.5991576063
390	0.4346743095	0.599124811
391	0.4345903519	0.5990489532
392	0.4344854349	0.5989796547
393	0.4344448291	0.5989284107
394	0.4343786646	0.5988408007
395	0.4343221002	0.5987869786
396	0.4342766159	0.5987401258
397	0.4341832603	0.5986389095
398	0.4341381936	0.5985822283
399	0.4340994074	0.5985213015
400	0.4340386426	0.5984496619
401	0.4339813359	0.598363642
402	0.4339505977	0.5983083509
403	0.4339125259	0.5982450319
404	0.4338073726	0.5981580032
405	0.4337743704	0.5980919848
406	0.433745894	0.5980485156
407	0.4337075337	0.5979969691
408	0.4336888175	0.5979518572
409	0.4336485165	0.597896108
410	0.4336197552	0.5978417786
411	0.4335176191	0.5977234858
412	0.4334941212	0.5976739369
413	0.4334485889	0.5976122639
414	0.43339645	0.5975443072
415	0.4333713396	0.5974854509
416	0.4333574433	0.5974432657
417	0.4333013288	0.5973924516
418	0.4332635696	0.597319193
419	0.4332083119	0.5972689336
420	0.4331501783	0.5971928605
421	0.4331224835	0.5971309107
422	0.4330905186	0.5970828565
423	0.4330338039	0.5969952564
424	0.4329771957	0.5969346007
425	0.4328974046	0.5968639284
426	0.4327994287	0.5967879337
427	0.4327820192	0.5967563529
428	0.4327116168	0.5966650765
429	0.4326655363	0.5966043836
430	0.4326167859	0.59655115
431	0.4325557101	0.5964994299
432	0.4325164928	0.5964329556
433	0.4324713608	0.5963540393
434	0.4323790223	0.5962629654
435	0.4323244511	0.5961898691
436	0.4322975456	0.5961421551
437	0.4322537149	0.5960670929
438	0.4322164208	0.5960224678
439	0.4321355027	0.5959608613
440	0.4320507547	0.5958617132
441	0.4319461877	0.5957668922
442	0.4318763057	0.5956899282
443	0.4318513681	0.5956258047
444	0.4317912177	0.5954449567
445	0.4317404455	0.5953653157
446	0.4317078659	0.5953036643
447	0.4316807727	0.5952682911
448	0.4316256267	0.5951983194
449	0.4316193348	0.5951693534
450	0.4315356645	0.5950625682
451	0.4315142771	0.5950224749
452	0.4314909098	0.5949792657
453	0.4314429739	0.5949293427
454	0.4313706477	0.5948356161
455	0.4313142267	0.594765008
456	0.4312938241	0.5947224801
457	0.4312642581	0.5946726984
458	0.4311942182	0.5945889187
459	0.4311709303	0.5945429611
460	0.4311113632	0.5944607797
461	0.4310861554	0.5943982365
462	0.4310354048	0.5943310734
463	0.4309607351	0.5942393411
464	0.4309238158	0.5941771808
465	0.4308673768	0.5941054775
466	0.4308226792	0.594055172
467	0.4307518214	0.5939815606
468	0.4306843154	0.5939058558
469	0.4305968849	0.5938151727
470	0.4305547617	0.5937364829
471	0.430503122	0.5936593328
472	0.4304385663	0.5935912612
473	0.4303925655	0.5935243392
474	0.4303418516	0.593481247
475	0.4302872047	0.5934043441
476	0.4302588251	0.5933555079
477	0.4302108628	0.5932808824
478	0.4301789708	0.5932325613
479	0.4301648883	0.5932116697
480	0.4300937621	0.5931313858
481	0.4300286015	0.5930582484
482	0.4299942416	0.5930160211
483	0.429977094	0.5929859048
484	0.4298636596	0.5928661964
485	0.4298298405	0.5928061376
486	0.4297886036	0.5927506767
487	0.4297428973	0.5927118028
488	0.4296911237	0.5926260042
489	0.4296464806	0.5925575506
490	0.4296199455	0.5925331526
491	0.4295880497	0.592480662
492	0.4295351892	0.5924087994
493	0.429484398	0.5923476309
494	0.4294457648	0.5922908039
495	0.4294300677	0.5922500016
496	0.4294041771	0.5922184829
497	0.4293912751	0.5921939578
498	0.4293570571	0.5921472378
499	0.4292987656	0.5920623323
500	0.4292528517	0.5920179117
501	0.4292063879	0.5919636572
502	0.4291523643	0.5918825084
503	0.4291277872	0.5918519083
504	0.429085095	0.5917775735
505	0.4290712849	0.5917365666
506	0.4290455243	0.5917054652
507	0.4289707114	0.5916237626
508	0.4289221133	0.5915690016
509	0.4288723097	0.5915029126
510	0.4288184346	0.5914209013
511	0.4288116969	0.5913863603
512	0.4287777727	0.5913242203
513	0.4287207287	0.5912624008
514	0.4287134701	0.5912316831
515	0.4286967489	0.5911982127
516	0.4286619139	0.5911589352
517	0.428644824	0.591126317
518	0.4285977463	0.5910735612
519	0.4285477769	0.5910148563
520	0.4284812679	0.5909341746
521	0.4284386057	0.5908700373
522	0.4283962601	0.5907971213
523	0.4283538081	0.5907571464
524	0.4282993787	0.5906792575
525	0.4282704379	0.5906206369
526	0.4282015832	0.5905307104
527	0.4281506997	0.5904715559
528	0.4281302622	0.590433508
529	0.4281074126	0.59039292
530	0.4280516321	0.5903333987
531	0.4280184558	0.5902691006
532	0.4279234071	0.590211465
533	0.4278447431	0.5901112255
534	0.4278095731	0.5900675275
535	0.4277853181	0.590024705
536	0.4277687068	0.5899859526
537	0.4277295615	0.5899356385
538	0.427693344	0.5898864412
539	0.427646198	0.5898053041
540	0.4276036838	0.589746494
541	0.4275758094	0.5896917885
542	0.4275397266	0.5896418977
543	0.4274701318	0.5894830253
544	0.4274079439	0.589413086
545	0.4273345215	0.5893329787
546	0.427296702	0.5892757156
547	0.4272389404	0.589218004
548	0.4272005671	0.5891744
549	0.4271762194	0.5891105163
550	0.4271464428	0.5890503668
551	0.4270994442	0.5889983972
552	0.4270701791	0.5889489544
553	0.4270387972	0.5889048154
554	0.4270116303	0.5888516405
555	0.4269836312	0.588808233
556	0.4269204577	0.5887476574
557	0.4268908544	0.5886989425
558	0.4268698411	0.5886663539
559	0.426839713	0.5886221028
560	0.4268161722	0.5885740902
561	0.4267877925	0.5885253307
562	0.4267348736	0.5884640884
563	0.4267087046	0.5884127512
564	0.426655148	0.5883504332
565	0.4266224727	0.5882959693
566	0.4265766218	0.5882341758
567	0.4265574884	0.5881880399
568	0.4265331984	0.5881562695
569	0.4264892863	0.5881149891
570	0.4264604179	0.5880651306
571	0.4264101469	0.5879817737
572	0.4263705654	0.5879340045
573	0.4263389171	0.5878830272
574	0.4262841207	0.5878146537
575	0.4262082398	0.5877487075
576	0.4261514177	0.5876822418
577	0.4261270523	0.5876335342
578	0.4261094569	0.5876050443
579	0.4260813168	0.5875603904
580	0.4260551108	0.5875237165
581	0.4260250876	0.5874736293
582	0.425979249	0.5874315662
583	0.4259405511	0.587371625
584	0.4258794309	0.5873054846
585	0.4258492517	0.587239781
586	0.4257865884	0.5871498965
587	0.4257637604	0.5871071223
588	0.4257086402	0.587042189
589	0.4256837449	0.5870038476
590	0.4256247391	0.5869300519
591	0.4255810597	0.5868657343
592	0.4255052077	0.5867813529
593	0.4254885318	0.5867489947
594	0.4254575913	0.5867104074
595	0.4254281748	0.586650457
596	0.4253529887	0.5865793748
597	0.4253106732	0.5865235072
598	0.4252884806	0.5864629968
599	0.4252584881	0.5864218746
600	0.4252280193	0.5863727048
601	0.4251889908	0.5863182647
602	0.4251665994	0.5862960519
603	0.4251323537	0.5862408925
604	0.4251213361	0.5862189404
605	0.4250688075	0.5861619751
606	0.4250372563	0.58611931
607	0.4250048689	0.5860720051
608	0.4249825087	0.5860452514
609	0.4249296621	0.5859898252
610	0.4249089653	0.5859527354
611	0.4248906574	0.5859256356
612	0.4248579576	0.5858789822
613	0.4248146679	0.5858073207
614	0.4247621331	0.5857544738
615	0.4247471556	0.5857249268
616	0.4247163925	0.5856753488
617	0.4246712869	0.5856223945
618	0.4246374629	0.5855638205
619	0.4246137256	0.5855219468
620	0.4245952966	0.5854955645
621	0.4245349441	0.5854429777
622	0.4245120272	0.5854057337
623	0.4244859223	0.5853777757
624	0.4244493143	0.5853559284
625	0.4244189908	0.5853049304
626	0.4243698487	0.5852387665
627	0.4243533584	0.5851936495
628	0.4243054861	0.5851363995
629	0.4242964658	0.5851056073
630	0.4242818214	0.5850610889
631	0.4242383142	0.5850270683
632	0.4242224085	0.5849809017
633	0.4241968015	0.584948614
634	0.4241723756	0.5849018593
635	0.4241355828	0.5848474442
636	0.4241144088	0.5848124684
637	0.4241044457	0.5847750197
638	0.4240894648	0.5847474144
639	0.424061782	0.584706695
640	0.4240106543	0.5846424824
641	0.4240045188	0.5846199063
642	0.4239841389	0.5845798884
643	0.4239302422	0.5845103027
644	0.4238994564	0.5844607494
645	0.4238603207	0.5844207684
646	0.4237863573	0.5843685049
647	0.4237640902	0.5843406165
648	0.4237367967	0.5843029172
649	0.4237224012	0.5842669223
650	0.4236818379	0.5842140719
651	0.4236278039	0.5841410952
652	0.4236087616	0.5841014546
653	0.423587537	0.5840636777
654	0.42355344	0.5840227868
655	0.4235132979	0.5839764264
656	0.4234602698	0.5839358283
657	0.4234376348	0.5838970184
658	0.4234055657	0.5838480183
659	0.4233957221	0.5838254226
660	0.4233621342	0.5837808173
661	0.4232770756	0.5836618913
662	0.4232484848	0.5836286684
663	0.4232093402	0.5835917363
664	0.4231685075	0.5835405358
665	0.4231059186	0.5834733073
666	0.4230584093	0.5834214307
667	0.4229984634	0.5833570857
668	0.4229644893	0.5833227424
669	0.4229509781	0.5832918717
670	0.4229083027	0.5832338623
671	0.4228875617	0.5832057576
672	0.4228391182	0.5831519997
673	0.4228279395	0.5831257624
674	0.4227968424	0.5830727876
675	0.4227753557	0.583026296
676	0.422740016	0.5829871088
677	0.4226833848	0.5829177454
678	0.4226717183	0.5829062821
679	0.4226076275	0.5828150497
680	0.4225384673	0.5827688224
681	0.4224895048	0.5827168204
682	0.4224596763	0.5826837188
683	0.4224175754	0.5826206359
684	0.4223720509	0.5825533999
685	0.4223175841	0.5825003641
686	0.4222828054	0.5824632369
687	0.4222522883	0.5824166779
688	0.422231877	0.5823803113
689	0.4221959827	0.5823246393
690	0.4221433563	0.582253726
691	0.4221235186	0.5822213066
692	0.4220226722	0.5821218355
693	0.4219914549	0.5820881007
694	0.4219651361	0.5820650843
695	0.4219045247	0.5820084235
696	0.4218666521	0.5819591836
697	0.4218004368	0.5819028513
698	0.4217498416	0.5818481895
699	0.4217309384	0.5818181149
700	0.4216966251	0.5817658427
701	0.4216732612	0.5817264102
702	0.4216376973	0.5816823203
703	0.4216011057	0.5816175981
704	0.4215706014	0.5815790864
705	0.4215425397	0.5815485339
706	0.4215182834	0.5815077752
707	0.4214994259	0.5814799969
708	0.4214845394	0.5814537292
709	0.4214589992	0.5814228618
710	0.4214207966	0.5813674072
711	0.4213938282	0.5813390871
712	0.4213675267	0.5812958544
713	0.4213475691	0.5812642859
714	0.421311544	0.5812081756
715	0.421296106	0.5811885881
716	0.421266094	0.5811397575
717	0.4212490656	0.5811011782
718	0.4212149544	0.5810452012
719	0.4211864752	0.581000516
720	0.4211560314	0.5809444717
721	0.4211433235	0.5809197286
722	0.4211241546	0.5808898487
723	0.4211283619	0.5808871085
724	0.421101053	0.5808449722
725	0.4210716538	0.5807936844
726	0.4210225764	0.580749935
727	0.4209979979	0.5807119283
728	0.420981001	0.5806706456
729	0.420933404	0.5806165534
730	0.4209141573	0.5805807233
731	0.4208920383	0.580545261
732	0.4208772195	0.580499262
733	0.4208561134	0.5804727932
734	0.4208414315	0.5804471401
735	0.420795373	0.5804076691
736	0.4207460091	0.5803450514
737	0.420729344	0.5803117645
738	0.4207087036	0.5802799073
739	0.4206844438	0.5802336939
740	0.4206484826	0.5801862705
741	0.4206319365	0.580152534
742	0.420604519	0.5801156574
743	0.420570499	0.5800700199
744	0.4205542669	0.5800362219
745	0.4205290874	0.5799997673
746	0.4204845896	0.5799484969
747	0.4204585229	0.5799072203
748	0.4204214874	0.5798537576
749	0.4203823786	0.5798000603
750	0.4203813877	0.5797952756
751	0.4203284016	0.5797329031
752	0.4203026898	0.5796887955
753	0.4202935057	0.5796520357
754	0.4202622087	0.5796155053
755	0.4202438523	0.5795789817
756	0.4202135216	0.5795324299
757	0.420201965	0.5795047105
758	0.420188041	0.5794892845
759	0.4201739403	0.5794553397
760	0.4201114694	0.5793231417
761	0.4200884417	0.5792985893
762	0.4200706036	0.5792694562
763	0.4200456077	0.5792349148
764	0.4200069898	0.5791903754
765	0.4199581699	0.5791262957
766	0.4199486137	0.5790992039
767	0.4199233707	0.579068109
768	0.4198941174	0.5790277547
769	0.4198676741	0.5789843683
770	0.4198403739	0.5789437223
771	0.4198283708	0.5789183161
772	0.4198009936	0.5788758832
773	0.4197499755	0.5788023848
774	0.4196870745	0.5787330657
775	0.4196642609	0.578699914
776	0.4196302147	0.5786497655
777	0.419613206	0.5786164115
778	0.4195884284	0.5785572283
779	0.4195806224	0.5785396007
780	0.4195606626	0.5785009805
781	0.41953844	0.5784749097
782	0.4194701339	0.5783976829
783	0.4194546303	0.5783599976
784	0.4194475366	0.5783255934
785	0.4194195198	0.5782662481
786	0.4193691711	0.5782142034
787	0.4193463394	0.5781775058
788	0.4193149913	0.5781426395
789	0.4192793018	0.5780858023
790	0.4192337783	0.5780372594
791	0.4192009345	0.5779983631
792	0.4191939984	0.5779874324
793	0.4191759139	0.5779305125
794	0.4191432532	0.5778895972
795	0.419112871	0.5778471449
796	0.4190819494	0.577797335
797	0.4190192637	0.5777365547
798	0.418996659	0.5777000664
799	0.4189548191	0.577648992
800	0.4189591497	0.5776247017
801	0.4189397664	0.5775911131
802	0.4188958372	0.5775405854
803	0.4188804517	0.5775091783
804	0.4188521334	0.577470651
805	0.4188124305	0.5774052476
806	0.4187942515	0.5773681139
807	0.4187582905	0.5773271868
808	0.4187354012	0.5772935519
809	0.4187236959	0.5772672956
810	0.4186587883	0.5772025916
811	0.4186418103	0.5771671545
812	0.4185999738	0.5771216447
813	0.4185798739	0.577085446
814	0.4185528417	0.5770306797
815	0.4185207973	0.5769875811
816	0.4184831652	0.5769416952
817	0.4184470233	0.5769006557
818	0.4183784583	0.5768434308
819	0.4183077882	0.576758889
820	0.4182881857	0.5767218511
821	0.4182480943	0.576627479
822	0.4182469274	0.5766238905
823	0.4182073819	0.5765715085
824	0.4181689507	0.5765283146
825	0.4181458612	0.5764742608
826	0.418106218	0.5764211139
827	0.4180899154	0.576389089
828	0.4180479587	0.5763349896
829	0.4180354745	0.5763099196
830	0.4180170946	0.5762787931
831	0.417981329	0.5762382756
832	0.4179418459	0.5761888422
833	0.4179339717	0.5761767266
834	0.4179042712	0.5761261778
835	0.4178847481	0.5761037537
836	0.4178650224	0.5760684063
837	0.4178439666	0.5760304461
838	0.4178221718	0.5759930451
839	0.4177981582	0.575960473
840	0.4177860381	0.5759352288
841	0.4177398455	0.5758874258
842	0.4177257879	0.5758616791
843	0.417678267	0.5758053349
844	0.4176548123	0.5757838748
845	0.417607949	0.5757165973
846	0.4175791572	0.5756636705
847	0.4175339489	0.5756042596
848	0.4175084884	0.5755629708
849	0.4174707439	0.5755120229
850	0.417425032	0.5754558704
851	0.4174134625	0.5754385901
852	0.4173821099	0.5754037463
853	0.4173525095	0.5753627061
854	0.4173123063	0.5753052757
855	0.4172954329	0.5752717786
856	0.417262044	0.57523532
857	0.4172425648	0.5752086255
858	0.4172181467	0.5751642423
859	0.4171956571	0.5751355727
860	0.41715548	0.5750933032
861	0.4171280373	0.5750406156
862	0.4170980484	0.575006571
863	0.4170681787	0.5749722508
864	0.4170480447	0.5749392585
865	0.4170274036	0.5749039281
866	0.4169802151	0.5748579244
867	0.4169563743	0.5748162399
868	0.4169440173	0.5747890956
869	0.4169258046	0.5747618509
870	0.4168974184	0.5747297389
871	0.4168595703	0.5746895345
872	0.4168407878	0.5746622642
873	0.4168296172	0.5746355445
874	0.4168057029	0.5745887173
875	0.4167751052	0.5745424233
876	0.4167560601	0.5745132454
877	0.4167359136	0.5744909403
878	0.4167133705	0.5744567707
879	0.416705315	0.5744391828
880	0.4166872545	0.5744141415
881	0.4166533499	0.5743742769
882	0.4166340524	0.5743398092
883	0.4166050619	0.5742975662
884	0.4165903164	0.5742621859
