iter	MAE	RMSE
885	0.4165772195	0.5742433836
886	0.4165601282	0.5742146292
887	0.4165337538	0.5741828142
888	0.4165148445	0.5741549147
889	0.4164984789	0.5741236238
890	0.4164660957	0.5740796319
891	0.4164400129	0.5740446809
892	0.4164246808	0.5740257475
893	0.4163952244	0.57398012
894	0.4163492896	0.5739256895
895	0.4163140923	0.5738816023
896	0.4162792553	0.5738353673
897	0.416260455	0.5737989093
898	0.4162322941	0.5737627015
899	0.4161977962	0.5737327826
900	0.4161692044	0.5736959986
901	0.4161245288	0.5736432396
902	0.4161085524	0.5735911262
903	0.4160715622	0.5735586347
904	0.416061552	0.5735405985
905	0.4160327379	0.5735098731
906	0.4160114354	0.5734768055
907	0.4159830347	0.5734428619
908	0.4159583198	0.573395716
909	0.4159366793	0.5733565128
910	0.4159148988	0.5733191376
911	0.415890779	0.5732917867
912	0.415873933	0.5732476605
913	0.4158548484	0.5732058789
914	0.4157936947	0.5731637433
915	0.4157684826	0.5731236189
916	0.4157433613	0.573076613
917	0.4156778861	0.5730018687
918	0.4156561667	0.5729822497
919	0.4155983761	0.5729075779
920	0.4155709037	0.5728792829
921	0.4155285194	0.5728299127
922	0.4154758089	0.5727802476
923	0.4154486792	0.5727326843
924	0.4154109496	0.572701146
925	0.4153286169	0.5726410882
926	0.4152585489	0.5725703504
927	0.4152138967	0.5725159485
928	0.415190603	0.5724899162
929	0.4151734216	0.5724561127
930	0.4151233727	0.5724014677
931	0.4151027185	0.5723692377
932	0.4150670006	0.5723276417
933	0.4150395587	0.5722934145
934	0.4150029734	0.5722440483
935	0.414979242	0.5722033534
936	0.414945215	0.5721671107
937	0.4149319603	0.5721436393
938	0.4149005783	0.5720913202
939	0.4148768132	0.5720592034
940	0.4148408225	0.5720133988
941	0.414792363	0.5719621179
942	0.4147599964	0.5719252199
943	0.4147409589	0.5718989259
944	0.4147257648	0.5718649161
945	0.4146969833	0.5718247913
946	0.4146791273	0.5717953661
947	0.4146598611	0.5717730936
948	0.4146341946	0.5717236753
949	0.4146116306	0.5716875762
950	0.4145940294	0.5716639748
951	0.4145837642	0.5716469825
952	0.4145617534	0.5716134973
953	0.4145204714	0.5715660844
954	0.4145069253	0.5715377224
955	0.4144641612	0.5714815054
956	0.4144458417	0.5714432461
957	0.4144120903	0.5714073673
958	0.4143916995	0.5713772768
959	0.4143657229	0.571341861
960	0.414357965	0.5713051517
961	0.4143504994	0.5712878256
962	0.4142853943	0.5712150425
963	0.4142744161	0.5711790554
964	0.4142411989	0.5711428684
965	0.4142138782	0.5711041355
966	0.414203179	0.5710839657
967	0.4141768343	0.5710410853
968	0.4141250685	0.5709886886
969	0.4141120667	0.5709599662
970	0.4141041869	0.5709225511
971	0.4140929474	0.5709046502
972	0.4140712363	0.5708730963
973	0.4140475193	0.5708442504
974	0.414007098	0.5707883941
975	0.413980136	0.5707576986
976	0.4139591732	0.5707192454
977	0.4139452375	0.5706957717
978	0.4139159004	0.5706638108
979	0.4138807706	0.5706208307
980	0.4138581691	0.5705867071
981	0.4138228332	0.570544309
982	0.4137880218	0.5705019954
983	0.4137600238	0.5704698021
984	0.4137246875	0.5704287798
985	0.4137089822	0.5704118597
986	0.4137172633	0.5703953263
987	0.4136765571	0.5703539099
988	0.413667088	0.5703387965
989	0.4136459196	0.5703169807
990	0.4136118088	0.5702671474
991	0.4136137678	0.5702670862
992	0.4135587239	0.5701963825
993	0.4135281392	0.57016486
994	0.4134964758	0.5701283002
995	0.4134774275	0.5701005897
996	0.4134596851	0.5700802383
997	0.4134499739	0.570039786
998	0.4134044352	0.5699745616
999	0.4133808493	0.5699362433
1000	0.4133714424	0.569906833
1001	0.4133480656	0.5698729255
1002	0.4133273664	0.5698403689
1003	0.4133096723	0.5697990165
1004	0.4132606803	0.5697576629
1005	0.4132368155	0.5697222102
1006	0.4132260665	0.5697020478
1007	0.4132047452	0.5696674115
1008	0.4131867673	0.5696410193
1009	0.4131513701	0.569595583
1010	0.4131423058	0.569576227
1011	0.413128431	0.5695437654
1012	0.4131155537	0.569525139
1013	0.4130822187	0.5694862679
1014	0.4130545222	0.5694547545
1015	0.4130198923	0.5694226301
1016	0.4129957637	0.5693887742
1017	0.4129527287	0.5693326165
1018	0.4129258647	0.5692965064
1019	0.4129102232	0.5692602299
1020	0.4128860875	0.5692165385
1021	0.412870383	0.5691821883
1022	0.4128487966	0.5691426315
1023	0.4128303002	0.569114442
1024	0.4128233579	0.5690946663
1025	0.4127983149	0.5690671743
1026	0.4127723305	0.5690391322
1027	0.4127549949	0.5690060821
1028	0.4127383263	0.568978217
1029	0.412727807	0.5689622783
1030	0.4127124689	0.5689347325
1031	0.412701045	0.5689027441
1032	0.4126782446	0.5688735143
1033	0.4126558866	0.5688473521
1034	0.4126220068	0.5688065505
1035	0.4126063655	0.5687879065
1036	0.412593555	0.5687719486
1037	0.4125666813	0.5687331769
1038	0.4125446836	0.5686950294
1039	0.4125126079	0.5686648781
1040	0.4124957551	0.5686411638
1041	0.4124849482	0.5686170908
1042	0.4124823134	0.5685930629
1043	0.4124598222	0.5685615965
1044	0.4124193382	0.5685130799
1045	0.4124036082	0.5684924143
1046	0.4123868039	0.5684633618
1047	0.4123739872	0.568438256
1048	0.4123667799	0.5684149012
1049	0.4123369717	0.5683853099
1050	0.4123060477	0.5683447483
1051	0.4122933985	0.568309411
1052	0.4122739296	0.5682778838
1053	0.412256602	0.5682492739
1054	0.4122286911	0.5682056971
1055	0.4122032865	0.5681697574
1056	0.4121831699	0.5681472454
1057	0.4121354614	0.5680978105
1058	0.41212144	0.568078155
1059	0.4120844655	0.5680302303
1060	0.4120648817	0.5679870144
1061	0.4120403505	0.567948059
1062	0.4120191406	0.5679173301
1063	0.4120026526	0.5678875108
1064	0.4119680029	0.5678467975
1065	0.4119146491	0.5677885355
1066	0.4118816564	0.5677526184
1067	0.4118689074	0.5677358415
1068	0.4118336999	0.567684084
1069	0.4118155901	0.5676511494
1070	0.4117929395	0.5676284406
1071	0.4117518677	0.5675804757
1072	0.4117299542	0.5675479221
1073	0.4117056924	0.5675179648
1074	0.4116999983	0.5674954305
1075	0.4116831887	0.5674663378
1076	0.4116725135	0.5674487885
1077	0.4116444975	0.5674191091
1078	0.4116305697	0.5673985961
1079	0.4115986196	0.5673517946
1080	0.4115873194	0.5673309133
1081	0.4115713219	0.567298145
1082	0.4115481639	0.5672627902
1083	0.4115263391	0.5672309553
1084	0.4115204367	0.5672165468
1085	0.4115058084	0.567191698
1086	0.4114763658	0.5671641284
1087	0.4114379575	0.5671189005
1088	0.4114192296	0.5670934226
1089	0.411395922	0.5670622159
1090	0.4113549201	0.5670214436
1091	0.4113365275	0.5669921735
1092	0.411322454	0.5669613297
1093	0.4113122507	0.5669458646
1094	0.4112845217	0.566912491
1095	0.4112750255	0.5668855608
1096	0.4112444819	0.5668495751
1097	0.4112348284	0.5668257006
1098	0.4112287355	0.5668122005
1099	0.4112047001	0.5667902073
1100	0.4111758157	0.5667530564
1101	0.4111586805	0.5667246207
1102	0.4111231483	0.5666795441
1103	0.4110780171	0.5666418521
1104	0.4110450297	0.5666077068
1105	0.4109981288	0.5665612442
1106	0.4109698303	0.5665317737
1107	0.4109529759	0.5665030671
1108	0.4109250155	0.5664647259
1109	0.4109200483	0.5664391496
1110	0.4108876337	0.5664040991
1111	0.4108642093	0.5663738606
1112	0.4108368641	0.5663349535
1113	0.4107899565	0.5662822348
1114	0.4107593701	0.5662457058
1115	0.4107408872	0.5662158717
1116	0.410700833	0.5661725575
1117	0.4106559733	0.5661211687
1118	0.4106250543	0.5660767076
1119	0.4106063558	0.5660529403
1120	0.4105962554	0.5660224345
1121	0.4105708176	0.5659887749
1122	0.4105513205	0.5659522302
1123	0.4105369794	0.565932504
1124	0.4105299682	0.565914231
1125	0.4105088552	0.5658753699
1126	0.4104813426	0.5658403401
1127	0.4104620987	0.5658102775
1128	0.410445646	0.5657780246
1129	0.410426529	0.5657481093
1130	0.4104095178	0.5657168951
1131	0.4103735179	0.5656830955
1132	0.410348566	0.5656501241
1133	0.4103263795	0.5656132672
1134	0.4102958158	0.5655714094
1135	0.4102803774	0.5655458024
1136	0.4102653874	0.565530208
1137	0.4102410506	0.5655016121
1138	0.4102161957	0.5654678069
1139	0.4102072714	0.5654459331
1140	0.4101842795	0.5654175415
1141	0.4101444263	0.5653761357
1142	0.4101144819	0.5653375041
1143	0.4100952714	0.5653031884
1144	0.4100788509	0.5652695706
1145	0.4100418089	0.5652162008
1146	0.4100105559	0.5651818951
1147	0.4099860139	0.5651565042
1148	0.4099566893	0.5651265155
1149	0.4099298244	0.5650885466
1150	0.4099014739	0.565036076
1151	0.409885851	0.5650071363
1152	0.4098824138	0.5649952932
1153	0.4098502876	0.564964077
1154	0.4098326265	0.5649283414
1155	0.4098040516	0.5648833778
1156	0.4097819017	0.5648430185
1157	0.409757882	0.5648076852
1158	0.4097299464	0.5647687882
1159	0.4097037956	0.5647232941
1160	0.4096853104	0.5646966255
1161	0.4096610769	0.5646690524
1162	0.4096310588	0.5646281154
1163	0.4096095795	0.564599483
1164	0.4095956182	0.5645653778
1165	0.4095815783	0.5645407007
1166	0.4095453086	0.5644996293
1167	0.4095083044	0.5644560441
1168	0.409494772	0.5644345229
1169	0.4094682628	0.5644058145
1170	0.4094534349	0.5643772816
1171	0.4094311823	0.5643465327
1172	0.409420785	0.5643299989
1173	0.4093929034	0.5642893791
1174	0.4093702839	0.5642614849
1175	0.4093554692	0.5642366645
1176	0.4093231589	0.5641916921
1177	0.4092900915	0.5641519033
1178	0.4092745675	0.5641295255
1179	0.4092423392	0.5640986531
1180	0.4092210851	0.564081444
1181	0.409195922	0.5640496913
1182	0.4091913279	0.5640239924
1183	0.4091628678	0.5639835546
1184	0.4091358765	0.5639687828
1185	0.4091074728	0.5639292911
1186	0.4090831786	0.5639005399
1187	0.4090697506	0.5638747099
1188	0.4090462748	0.5638418225
1189	0.4090402394	0.5638117501
1190	0.4090278456	0.5637907851
1191	0.4090080115	0.5637620936
1192	0.4089823721	0.5637222234
1193	0.4089679139	0.5637047857
1194	0.4089513147	0.5636854571
1195	0.4089129671	0.5636261607
1196	0.4088863634	0.563593489
1197	0.4088700388	0.5635694764
1198	0.4088485356	0.5635437436
1199	0.4088117102	0.5635040859
1200	0.4087961043	0.5634635868
1201	0.4087822182	0.5634432276
1202	0.4087584627	0.5634125233
1203	0.4087411072	0.5633874641
1204	0.4087330005	0.5633699153
1205	0.4087132016	0.5633357446
1206	0.4086895833	0.5633111035
1207	0.4086738235	0.5632876152
1208	0.40864223	0.5632498553
1209	0.4086214822	0.5632204365
1210	0.4085906494	0.563182111
1211	0.4085755606	0.5631473624
1212	0.4085733671	0.5631240618
1213	0.4085522549	0.56309082
1214	0.4085275359	0.5630597952
1215	0.4085086923	0.5630319661
1216	0.4084843692	0.5629860419
1217	0.408452881	0.562941518
1218	0.4084412998	0.5629204685
1219	0.4084165723	0.5628898036
1220	0.4084024308	0.5628680649
1221	0.4083798346	0.5628425053
1222	0.4083491324	0.5628075015
1223	0.4083301081	0.5627807903
1224	0.4083188854	0.5627583488
1225	0.408292227	0.5627221729
1226	0.4082722356	0.5626884377
1227	0.4082628286	0.5626640081
1228	0.4082464301	0.5626338876
1229	0.4082291515	0.5626014595
1230	0.4082130776	0.5625736122
1231	0.4081876869	0.5625367765
1232	0.4081526731	0.5625037865
1233	0.4081124606	0.562450415
1234	0.4080920971	0.5624141333
1235	0.4080734509	0.562397229
1236	0.4080524636	0.5623675253
1237	0.4080297592	0.5623349141
1238	0.4079825671	0.562281871
1239	0.4079659297	0.5622605361
1240	0.4079398776	0.5622270501
1241	0.4079349179	0.5622090873
1242	0.4079186581	0.5621893887
1243	0.4079056188	0.5621707449
1244	0.4078807524	0.562133189
1245	0.407863245	0.562106006
1246	0.4078471346	0.562081821
1247	0.4078270303	0.5620549483
1248	0.4078095818	0.5620213065
1249	0.4077914027	0.5619944869
1250	0.4077789694	0.5619753088
1251	0.4077762951	0.5619553135
1252	0.4077514816	0.5619282692
1253	0.4077265274	0.561894314
1254	0.4076865883	0.5618378367
1255	0.4076755692	0.5618192789
1256	0.4076544485	0.5617800226
1257	0.4076422572	0.5617504185
1258	0.407632233	0.5617289892
1259	0.4076288821	0.5617172231
1260	0.4076253444	0.5616998589
1261	0.407613691	0.5616788549
1262	0.4075882244	0.5616540076
1263	0.4075717746	0.561628392
1264	0.407546452	0.5615955294
1265	0.4075265036	0.5615666138
1266	0.4075082351	0.5615393665
1267	0.4074859681	0.5615116842
1268	0.4074602242	0.5614684808
1269	0.4074332333	0.561435499
1270	0.407416669	0.5614101544
1271	0.4073962058	0.5613868366
1272	0.4073731159	0.5613544725
1273	0.4073420796	0.5613178486
1274	0.4073075766	0.5612826087
1275	0.407270187	0.5612276427
1276	0.4072510195	0.5611975598
1277	0.4072410162	0.5611797156
1278	0.4072168675	0.5611504525
1279	0.4072021628	0.5611248237
1280	0.4071861956	0.561086757
1281	0.4071602481	0.5610501895
1282	0.4071394146	0.5610282906
1283	0.4071085851	0.5609829979
1284	0.4070949572	0.5609594768
1285	0.4070799458	0.5609445226
1286	0.4070716838	0.5609298852
1287	0.4070478806	0.5608971113
1288	0.4070339605	0.5608689844
1289	0.4070300019	0.5608618713
1290	0.4070054055	0.5608313272
1291	0.4069993916	0.5608230628
1292	0.4069631425	0.5607800494
1293	0.4069488323	0.560753411
1294	0.406920297	0.5607185511
1295	0.4069006852	0.5606889949
1296	0.4068822143	0.5606542841
1297	0.40683246	0.5605987221
1298	0.4068268748	0.5605894534
1299	0.4067985607	0.5605579072
1300	0.4067855945	0.5605394983
1301	0.4067646199	0.5605083595
1302	0.4067190071	0.560471216
1303	0.4066936823	0.5604317621
1304	0.4066785423	0.560403209
1305	0.4066507891	0.5603526807
1306	0.4066264526	0.5603216355
1307	0.4066262227	0.5603059365
1308	0.4066060437	0.5602785106
1309	0.406586566	0.5602498117
1310	0.4065772359	0.560229169
1311	0.4065747291	0.5602106741
1312	0.406551455	0.5601816385
1313	0.4065349061	0.56015897
1314	0.406520824	0.5601332879
1315	0.4065057174	0.5601079658
1316	0.4064805177	0.5600809312
1317	0.4064424716	0.5600444148
1318	0.4064278973	0.560027314
1319	0.4064150294	0.5600003283
1320	0.406394804	0.5599746695
1321	0.4063770936	0.559952429
1322	0.4063370785	0.5599089569
1323	0.4063050029	0.5598803643
1324	0.40628141	0.5598431851
1325	0.4062561251	0.5598155935
1326	0.4062356309	0.5597841529
1327	0.4061931879	0.5597430467
1328	0.4061728075	0.5597124353
1329	0.4061529636	0.5596821243
1330	0.4061341214	0.5596509261
1331	0.4061163534	0.5596253511
1332	0.4060951237	0.559592303
1333	0.4060506442	0.5595385942
1334	0.4060357779	0.5595003551
1335	0.4060093566	0.5594603278
1336	0.4059931721	0.5594219114
1337	0.4059704412	0.5593817268
1338	0.4059467674	0.559337368
1339	0.4059363726	0.5593164465
1340	0.4058859187	0.559277309
1341	0.4058621692	0.5592466971
1342	0.4058192424	0.5592038876
1343	0.4057881468	0.5591687928
1344	0.4057631668	0.5591398715
1345	0.4057454454	0.5591204451
1346	0.4057376163	0.5591087849
1347	0.4057253232	0.5590916173
1348	0.4057102097	0.5590700287
1349	0.405686596	0.5590301864
1350	0.4056628323	0.558996948
1351	0.405643098	0.5589623037
1352	0.4056308589	0.5589418176
1353	0.4056095499	0.5589149337
1354	0.4055899195	0.5588797255
1355	0.4055653939	0.558841605
1356	0.4055450419	0.5588078137
1357	0.4055252246	0.5587757863
1358	0.4055143371	0.5587546183
1359	0.4054762992	0.5587084743
1360	0.4054479492	0.5586664101
1361	0.4054259659	0.5586343571
1362	0.4054053745	0.5586096555
1363	0.4053892997	0.558584464
1364	0.4053701824	0.5585593066
1365	0.4053643865	0.5585396484
1366	0.4053427409	0.5585178785
1367	0.4053267149	0.5584939493
1368	0.405310311	0.5584597755
1369	0.4052906458	0.558432771
1370	0.405275223	0.5584051591
1371	0.4052513374	0.5583749656
1372	0.4052225453	0.5583364248
1373	0.4052068667	0.5583108097
1374	0.4051940354	0.5582941072
1375	0.4051509311	0.5582576555
1376	0.4051399126	0.5582359005
1377	0.4051201276	0.5582079259
1378	0.4051090307	0.5581861022
1379	0.4050757061	0.5581556004
1380	0.4050523183	0.5581237296
1381	0.4050507973	0.5581043372
1382	0.4050467271	0.5580818618
1383	0.4050018985	0.5580502898
1384	0.4049691706	0.5580125252
1385	0.4049168023	0.5579529033
1386	0.4048947999	0.5579283639
1387	0.4048843433	0.5579097974
1388	0.4048642974	0.5578836828
1389	0.4048459764	0.5578607906
1390	0.4048237093	0.5578314381
1391	0.4047984043	0.5577966999
1392	0.4047791017	0.5577672488
1393	0.404753756	0.5577317229
1394	0.4047347538	0.5577082427
1395	0.4047168123	0.5576838964
1396	0.4047054589	0.5576606341
1397	0.4046812863	0.5576319902
1398	0.4046640635	0.5576106642
1399	0.4046399638	0.5575769755
1400	0.4046212381	0.5575600427
1401	0.4045952789	0.557520358
1402	0.4045693893	0.5574843331
1403	0.4045554022	0.5574565783
1404	0.4045414004	0.5574312634
1405	0.4045282902	0.5574109477
1406	0.4045128488	0.5573837923
1407	0.4045023635	0.5573712586
1408	0.4044763171	0.5573376516
1409	0.4044709394	0.5573158549
1410	0.4044605163	0.5572953419
1411	0.4044487759	0.5572700258
1412	0.4044435563	0.5572590513
1413	0.4044172665	0.5572223845
1414	0.4043946682	0.5571854607
1415	0.4043814231	0.5571660229
1416	0.4043667606	0.557136273
1417	0.4043552743	0.5571141246
1418	0.4043333721	0.5570829708
1419	0.4043205034	0.5570645079
1420	0.404305284	0.5570383999
1421	0.4042546451	0.5569983418
1422	0.4042334686	0.5569607219
1423	0.4041991176	0.5569209553
1424	0.404182565	0.5568969309
1425	0.4041643708	0.5568750877
1426	0.4041488218	0.5568504396
1427	0.4041278414	0.5568218302
1428	0.4041187175	0.5568042432
1429	0.4041029985	0.5567824952
1430	0.4040770832	0.5567578911
1431	0.4040661851	0.5567417606
1432	0.4040464774	0.5567106796
1433	0.4040225788	0.5566765292
1434	0.4039984585	0.5566439241
1435	0.4039836156	0.5566232146
1436	0.4039626202	0.5565915688
1437	0.4039462551	0.5565601236
1438	0.4039111885	0.556517553
1439	0.4038949845	0.5564911645
1440	0.403875908	0.5564653656
1441	0.403857218	0.5564378587
1442	0.4038403986	0.5564049317
1443	0.4038247813	0.5563772103
1444	0.4038002792	0.5563432929
1445	0.4037887628	0.5563263837
1446	0.4037777167	0.5563039437
1447	0.4037611652	0.5562807279
1448	0.403738539	0.5562560071
1449	0.4037202824	0.5562311086
1450	0.4037101447	0.5562126042
1451	0.4036912981	0.5561817259
1452	0.4036766032	0.5561671393
1453	0.4036545926	0.5561289
1454	0.4036351217	0.5560986555
1455	0.4036230809	0.5560842228
1456	0.4035929307	0.5560575102
1457	0.4035778822	0.5560308283
1458	0.4035662273	0.5560081079
1459	0.4035417527	0.5559736303
1460	0.4035240026	0.5559394296
1461	0.4035138608	0.5559162477
1462	0.4034946852	0.5558807004
1463	0.4034706262	0.5558488791
1464	0.4034517286	0.5558278337
1465	0.4034188591	0.555792952
1466	0.4034031577	0.5557787225
1467	0.403389791	0.5557569699
1468	0.4033765193	0.5557306569
1469	0.4033526259	0.5557002394
1470	0.4033229753	0.5556555784
1471	0.4033050362	0.5556358525
1472	0.4032927632	0.5556161717
1473	0.4032749453	0.5555987891
1474	0.403251855	0.5555683687
1475	0.4032215671	0.5555329213
1476	0.4032149508	0.5555167957
1477	0.4031981409	0.5554860755
1478	0.4031871453	0.5554643123
1479	0.4031726295	0.5554463048
1480	0.4031583019	0.5554306377
1481	0.4031469602	0.5554107281
1482	0.403131922	0.5553882396
1483	0.4031097223	0.5553622115
1484	0.4031019963	0.5553443062
1485	0.4030871503	0.5553177336
1486	0.4030750024	0.5552951251
1487	0.4030618785	0.5552749964
1488	0.4030541589	0.5552471976
1489	0.4030359296	0.55521952
1490	0.4030253139	0.5552032042
1491	0.402985988	0.5551635943
1492	0.4029708576	0.5551439909
1493	0.4029323072	0.5551034106
1494	0.4029178161	0.5550851731
1495	0.4028991507	0.5550549971
1496	0.4028744607	0.5550255128
1497	0.4028467665	0.5549879888
1498	0.4028332061	0.5549724071
1499	0.4028303881	0.5549548165
1500	0.4028119966	0.5549232727
1501	0.4027913345	0.5548945368
1502	0.4027702993	0.554863445
1503	0.4027560961	0.5548437592
1504	0.4027382396	0.5548209542
1505	0.4027267986	0.5548015449
1506	0.4027088867	0.5547769255
1507	0.402689723	0.5547466951
1508	0.4026799453	0.5547304264
1509	0.4026673771	0.5547167082
1510	0.4026519161	0.5546843941
1511	0.402636687	0.55465724
1512	0.4026247611	0.5546264923
1513	0.4026049242	0.5546095572
1514	0.4025884924	0.5545829661
1515	0.4025662091	0.5545546424
1516	0.4025483043	0.5545234026
1517	0.4025203681	0.5544940948
1518	0.4025065183	0.5544757626
1519	0.40249242	0.5544542488
1520	0.4024753883	0.5544320058
1521	0.4024406706	0.5543926644
1522	0.4024193397	0.5543580356
1523	0.4023910492	0.5543137637
1524	0.4023827336	0.5542987829
1525	0.4023665509	0.5542686971
1526	0.40234519	0.554236992
1527	0.4023219967	0.5542008381
1528	0.4023086898	0.5541766075
1529	0.4022922647	0.5541505984
1530	0.4022780911	0.5541283201
1531	0.4022394223	0.5540911757
1532	0.4022196366	0.5540607019
1533	0.402205853	0.5540435261
1534	0.40218992	0.5540112467
1535	0.4021737339	0.5539888091
1536	0.4021564788	0.5539661883
1537	0.4021281313	0.5539279834
1538	0.4021132993	0.5538916286
1539	0.4020911853	0.5538616623
1540	0.4020296734	0.553824488
1541	0.4020062743	0.5538027127
1542	0.4019915024	0.5537772737
1543	0.4019740424	0.553756524
1544	0.4019609829	0.5537388403
1545	0.4019314973	0.5537028971
1546	0.4019123868	0.5536777259
1547	0.4018889938	0.553655997
1548	0.401869871	0.5536243959
1549	0.4018600839	0.5536009343
1550	0.4018266324	0.5535742712
1551	0.4017941918	0.5535428892
1552	0.4017751735	0.5535203805
1553	0.4017625288	0.5535033122
1554	0.4017473602	0.5534774793
1555	0.4017277524	0.5534448779
1556	0.4017021669	0.5534095041
1557	0.4016907489	0.5533930704
1558	0.4016744393	0.55337421
1559	0.4016493269	0.5533440227
1560	0.4016375198	0.553325083
1561	0.4016194659	0.5533040375
1562	0.4016054909	0.5532815315
1563	0.4015916658	0.5532605942
1564	0.4015779573	0.5532385177
1565	0.4015624984	0.5532073345
1566	0.4015490261	0.5531865975
1567	0.4015292096	0.5531599128
1568	0.4015107407	0.5531330191
1569	0.4014888615	0.5531057303
1570	0.4014768858	0.5530889893
1571	0.4014542858	0.5530591601
1572	0.4014388348	0.5530268789
1573	0.4014198791	0.55300127
1574	0.4014062628	0.5529784105
1575	0.4013908826	0.5529586996
1576	0.401377099	0.5529354803
1577	0.4013599117	0.5529126243
1578	0.4013460771	0.5528881018
1579	0.4013285096	0.5528667223
1580	0.4013132273	0.5528454569
1581	0.4012967131	0.552821723
1582	0.4012908725	0.5528046883
1583	0.4012775264	0.5527846258
1584	0.4012636849	0.5527623928
1585	0.4012496991	0.5527425319
1586	0.4012337982	0.5527210332
1587	0.4012059989	0.5526863265
1588	0.4011769935	0.5526545577
1589	0.4011551391	0.5526264261
1590	0.4011429888	0.5526034887
1591	0.4011283349	0.5525773589
1592	0.4011118928	0.5525518564
1593	0.4010896493	0.5525215735
1594	0.4010779212	0.5525057762
1595	0.4010593724	0.5524737346
1596	0.4010399771	0.5524525016
1597	0.401013	0.5524231377
1598	0.4009952769	0.5523998567
1599	0.4009707972	0.5523710169
1600	0.400951313	0.5523431117
1601	0.4009385677	0.5523141135
1602	0.400924967	0.5522941022
1603	0.4009107705	0.5522670731
1604	0.4009016629	0.5522465113
1605	0.4008947369	0.5522295156
1606	0.4008806181	0.552204131
1607	0.4008464488	0.5521601264
1608	0.400847335	0.5521441737
1609	0.4008311471	0.5521237505
1610	0.4008179001	0.5520876391
1611	0.4008090741	0.5520639191
1612	0.4007947588	0.5520461634
1613	0.4007664295	0.5520034396
1614	0.4007440873	0.5519782742
1615	0.4007235048	0.5519528478
1616	0.4006994735	0.5519157207
1617	0.4006801858	0.5518870918
1618	0.4006662859	0.5518599312
1619	0.4006467036	0.5518335905
1620	0.4006221765	0.5517990377
1621	0.4006056123	0.5517743869
1622	0.4005864119	0.5517475471
1623	0.4005776183	0.5517324214
1624	0.4005332094	0.5516858499
1625	0.4005107017	0.5516535546
1626	0.400486436	0.5516166648
1627	0.4004622183	0.5515864654
1628	0.4004508381	0.5515678197
1629	0.400433689	0.5515373221
1630	0.4004292043	0.5515157696
1631	0.4004144975	0.5514858079
1632	0.4003799705	0.5514527245
1633	0.4003652771	0.5514332117
1634	0.4003518598	0.5514144839
1635	0.4003008288	0.5513788781
1636	0.4002889763	0.551360187
1637	0.400250701	0.5513159822
1638	0.4002271903	0.5512859898
1639	0.4002053445	0.5512555687
1640	0.4001887855	0.5512366209
1641	0.4001731723	0.5512187812
1642	0.4001474382	0.5511909186
1643	0.4001183051	0.5511647763
1644	0.4001098311	0.5511517626
1645	0.4000947331	0.5511352159
1646	0.400078187	0.5511128663
1647	0.4000377199	0.5510747634
1648	0.4000140214	0.5510493038
1649	0.4000014288	0.5510281425
1650	0.3999899296	0.5510051632
1651	0.3999716672	0.5509811113
1652	0.3999439967	0.5509439462
1653	0.3999212537	0.5509094803
1654	0.3998994058	0.5508771591
1655	0.3998787107	0.5508476261
1656	0.3998655106	0.5508133999
1657	0.3998449324	0.550789593
1658	0.3998178185	0.5507667187
1659	0.3997930955	0.550735005
1660	0.3997704322	0.5507025314
1661	0.399761769	0.5506835329
1662	0.3997480687	0.5506649747
1663	0.3997308518	0.5506389362
1664	0.3997160547	0.5506155599
1665	0.3997037134	0.5505909189
1666	0.3996875423	0.5505614721
1667	0.3996773104	0.5505399055
1668	0.3996524502	0.5505076668
1669	0.3996247709	0.5504746992
1670	0.3996118028	0.5504536796
1671	0.3996006341	0.5504375522
1672	0.3995869605	0.5504204963
1673	0.3995664428	0.5503972563
1674	0.3995400184	0.5503664252
1675	0.3995179968	0.5503390612
1676	0.3994760158	0.5502968932
1677	0.3994497814	0.5502687897
1678	0.3994352263	0.5502455361
1679	0.3994196243	0.5502241802
1680	0.3993968643	0.5502057317
1681	0.3993839268	0.5501807127
1682	0.3993525035	0.5501420438
1683	0.3993289454	0.5501061674
1684	0.3993146661	0.5500765073
1685	0.3992851327	0.5500433618
1686	0.3992660687	0.5500129579
1687	0.3992450519	0.5499860143
1688	0.3992184876	0.5499625094
1689	0.3991977549	0.549929596
1690	0.3991883484	0.5499136725
1691	0.3991786626	0.5498987862
1692	0.399154853	0.5498617304
1693	0.3991356184	0.5498304615
1694	0.3991243937	0.5498101195
1695	0.3991125851	0.5497904658
1696	0.3990982228	0.5497718776
1697	0.399088593	0.5497554263
1698	0.3990714338	0.5497306699
1699	0.3990593668	0.5497094619
1700	0.3990437084	0.5496878914
1701	0.3990271358	0.5496672463
1702	0.3990022973	0.549635708
1703	0.3989931749	0.549620467
1704	0.3989833931	0.5496093037
1705	0.398968102	0.5495908843
1706	0.3989514827	0.5495676349
1707	0.3989407917	0.5495462707
1708	0.3989224465	0.5495189651
1709	0.3989099091	0.5494969211
1710	0.3988957605	0.5494731546
1711	0.3988827971	0.5494537537
1712	0.398853451	0.5494220105
1713	0.3988382721	0.5493935322
1714	0.3988121646	0.5493660941
1715	0.3987968749	0.5493363202
1716	0.3987803312	0.5493186464
1717	0.398771996	0.5493015368
1718	0.3987557955	0.5492757255
1719	0.3987435077	0.5492543267
1720	0.3987225473	0.5492249778
1721	0.3987007592	0.5491955509
1722	0.3986775008	0.549164347
1723	0.398660738	0.5491367621
