iter	Passed	Remaining
1672	16899	33607
1673	16909	33597
1674	16919	33586
1675	16929	33576
1676	16940	33566
1677	16950	33556
1678	16959	33545
1679	16969	33535
1680	16979	33524
1681	16989	33514
1682	16999	33505
1683	17010	33495
1684	17020	33485
1685	17030	33475
1686	17040	33465
1687	17051	33455
1688	17060	33444
1689	17070	33434
1690	17080	33423
1691	17090	33413
1692	17100	33403
1693	17111	33394
1694	17121	33384
1695	17131	33373
1696	17141	33363
1697	17151	33352
1698	17161	33343
1699	17170	33331
1700	17180	33321
1701	17190	33310
1702	17200	33300
1703	17210	33290
1704	17220	33279
1705	17230	33268
1706	17240	33258
1707	17250	33248
1708	17260	33238
1709	17270	33228
1710	17280	33218
1711	17291	33209
1712	17302	33201
1713	17313	33191
1714	17323	33181
1715	17333	33172
1716	17344	33163
1717	17354	33153
1718	17364	33143
1719	17373	33131
1720	17384	33121
1721	17394	33112
1722	17405	33102
1723	17414	33092
1724	17425	33082
1725	17434	33071
1726	17444	33060
1727	17454	33050
1728	17464	33040
1729	17475	33030
1730	17484	33019
1731	17494	33009
1732	17504	32998
1733	17514	32988
1734	17524	32978
1735	17534	32968
1736	17544	32958
1737	17554	32947
1738	17564	32937
1739	17574	32927
1740	17584	32917
1741	17595	32909
1742	17606	32899
1743	17616	32888
1744	17626	32878
1745	17636	32868
1746	17646	32858
1747	17656	32848
1748	17666	32837
1749	17676	32826
1750	17685	32816
1751	17695	32805
1752	17705	32795
1753	17715	32785
1754	17725	32775
1755	17735	32764
1756	17746	32755
1757	17756	32744
1758	17766	32735
1759	17777	32726
1760	17787	32715
1761	17796	32705
1762	17806	32694
1763	17816	32683
1764	17827	32674
1765	17837	32664
1766	17847	32654
1767	17857	32644
1768	17867	32634
1769	17878	32624
1770	17888	32615
1771	17898	32605
1772	17908	32594
1773	17918	32585
1774	17929	32575
1775	17939	32565
1776	17949	32556
1777	17960	32547
1778	17971	32537
1779	17980	32527
1780	17990	32516
1781	18001	32507
1782	18011	32498
1783	18021	32487
1784	18031	32477
1785	18041	32467
1786	18051	32456
1787	18062	32446
1788	18071	32436
1789	18082	32427
1790	18092	32417
1791	18102	32406
1792	18112	32396
1793	18122	32386
1794	18133	32377
1795	18143	32366
1796	18153	32356
1797	18163	32347
1798	18173	32336
1799	18184	32327
1800	18194	32317
1801	18204	32308
1802	18215	32298
1803	18225	32288
1804	18235	32278
1805	18244	32267
1806	18255	32257
1807	18265	32247
1808	18276	32238
1809	18286	32228
1810	18296	32218
1811	18307	32209
1812	18317	32199
1813	18326	32188
1814	18336	32177
1815	18347	32168
1816	18357	32157
1817	18367	32147
1818	18376	32136
1819	18388	32129
1820	18405	32131
1821	18417	32125
1822	18427	32114
1823	18438	32104
1824	18447	32094
1825	18458	32084
1826	18467	32073
1827	18478	32064
1828	18489	32055
1829	18499	32046
1830	18509	32035
1831	18519	32025
1832	18530	32015
1833	18540	32006
1834	18550	31996
1835	18560	31985
1836	18570	31975
1837	18580	31965
1838	18591	31955
1839	18601	31946
1840	18612	31937
1841	18622	31927
1842	18632	31917
1843	18643	31907
1844	18652	31896
1845	18662	31886
1846	18673	31877
1847	18683	31867
1848	18693	31856
1849	18703	31846
1850	18713	31836
1851	18724	31827
1852	18734	31817
1853	18744	31806
1854	18754	31796
1855	18765	31787
1856	18775	31777
1857	18784	31766
1858	18795	31757
1859	18805	31746
1860	18815	31736
1861	18825	31726
1862	18835	31716
1863	18845	31704
1864	18855	31694
1865	18865	31684
1866	18875	31674
1867	18885	31664
1868	18895	31654
1869	18905	31644
1870	18915	31634
1871	18926	31624
1872	18936	31614
1873	18946	31604
1874	18956	31593
1875	18966	31583
1876	18975	31572
1877	18985	31560
1878	18995	31551
1879	19006	31542
1880	19016	31531
1881	19026	31521
1882	19036	31511
1883	19046	31501
1884	19056	31491
1885	19066	31481
1886	19076	31471
1887	19087	31461
1888	19096	31450
1889	19106	31440
1890	19117	31430
1891	19126	31419
1892	19137	31409
1893	19147	31399
1894	19157	31390
1895	19168	31380
1896	19178	31370
1897	19188	31361
1898	19198	31350
1899	19208	31339
1900	19218	31329
1901	19228	31319
1902	19238	31309
1903	19248	31299
1904	19258	31289
1905	19269	31279
1906	19280	31270
1907	19290	31260
1908	19300	31251
1909	19311	31241
1910	19322	31233
1911	19332	31223
1912	19342	31213
1913	19352	31203
